Any,Trimestre,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Tipus_Compravendes,N_compravendes,Tipus_Preu_Mitja,Valor,Tipus_Superficie,M2
2019,1,1,Ciutat Vella,1,el Raval,Habitatge nou lliure,6,Total. Milers d'euros,236.7,Total,58.9
2019,1,1,Ciutat Vella,1,el Raval,Habitatge nou lliure,6,Total. Milers d'euros,236.7,Habitatge nou lliure,59.6
2019,1,1,Ciutat Vella,1,el Raval,Habitatge nou lliure,6,Total. Milers d'euros,236.7,Habitatge usat,58.9
2019,1,1,Ciutat Vella,1,el Raval,Habitatge nou lliure,6,Nou. Milers d'euros,379.5,Total,58.9
2019,1,1,Ciutat Vella,1,el Raval,Habitatge nou lliure,6,Nou. Milers d'euros,379.5,Habitatge nou lliure,59.6
2019,1,1,Ciutat Vella,1,el Raval,Habitatge nou lliure,6,Nou. Milers d'euros,379.5,Habitatge usat,58.9
2019,1,1,Ciutat Vella,1,el Raval,Habitatge nou lliure,6,Usat. Milers d'euros,228.9,Total,58.9
2019,1,1,Ciutat Vella,1,el Raval,Habitatge nou lliure,6,Usat. Milers d'euros,228.9,Habitatge nou lliure,59.6
2019,1,1,Ciutat Vella,1,el Raval,Habitatge nou lliure,6,Usat. Milers d'euros,228.9,Habitatge usat,58.9
2019,1,1,Ciutat Vella,1,el Raval,Habitatge nou lliure,6,Total. Euros/m2 construït,3775.1,Total,58.9
2019,1,1,Ciutat Vella,1,el Raval,Habitatge nou lliure,6,Total. Euros/m2 construït,3775.1,Habitatge nou lliure,59.6
2019,1,1,Ciutat Vella,1,el Raval,Habitatge nou lliure,6,Total. Euros/m2 construït,3775.1,Habitatge usat,58.9
2019,1,1,Ciutat Vella,1,el Raval,Habitatge nou lliure,6,Nou. Euros/m2 construït,6523.6,Total,58.9
2019,1,1,Ciutat Vella,1,el Raval,Habitatge nou lliure,6,Nou. Euros/m2 construït,6523.6,Habitatge nou lliure,59.6
2019,1,1,Ciutat Vella,1,el Raval,Habitatge nou lliure,6,Nou. Euros/m2 construït,6523.6,Habitatge usat,58.9
2019,1,1,Ciutat Vella,1,el Raval,Habitatge nou lliure,6,Usat. Euros/m2 construït,3625.8,Total,58.9
2019,1,1,Ciutat Vella,1,el Raval,Habitatge nou lliure,6,Usat. Euros/m2 construït,3625.8,Habitatge nou lliure,59.6
2019,1,1,Ciutat Vella,1,el Raval,Habitatge nou lliure,6,Usat. Euros/m2 construït,3625.8,Habitatge usat,58.9
2019,1,1,Ciutat Vella,1,el Raval,Habitatge nou protegit,0,Total. Milers d'euros,236.7,Total,58.9
2019,1,1,Ciutat Vella,1,el Raval,Habitatge nou protegit,0,Total. Milers d'euros,236.7,Habitatge nou lliure,59.6
2019,1,1,Ciutat Vella,1,el Raval,Habitatge nou protegit,0,Total. Milers d'euros,236.7,Habitatge usat,58.9
2019,1,1,Ciutat Vella,1,el Raval,Habitatge nou protegit,0,Nou. Milers d'euros,379.5,Total,58.9
2019,1,1,Ciutat Vella,1,el Raval,Habitatge nou protegit,0,Nou. Milers d'euros,379.5,Habitatge nou lliure,59.6
2019,1,1,Ciutat Vella,1,el Raval,Habitatge nou protegit,0,Nou. Milers d'euros,379.5,Habitatge usat,58.9
2019,1,1,Ciutat Vella,1,el Raval,Habitatge nou protegit,0,Usat. Milers d'euros,228.9,Total,58.9
2019,1,1,Ciutat Vella,1,el Raval,Habitatge nou protegit,0,Usat. Milers d'euros,228.9,Habitatge nou lliure,59.6
2019,1,1,Ciutat Vella,1,el Raval,Habitatge nou protegit,0,Usat. Milers d'euros,228.9,Habitatge usat,58.9
2019,1,1,Ciutat Vella,1,el Raval,Habitatge nou protegit,0,Total. Euros/m2 construït,3775.1,Total,58.9
2019,1,1,Ciutat Vella,1,el Raval,Habitatge nou protegit,0,Total. Euros/m2 construït,3775.1,Habitatge nou lliure,59.6
2019,1,1,Ciutat Vella,1,el Raval,Habitatge nou protegit,0,Total. Euros/m2 construït,3775.1,Habitatge usat,58.9
2019,1,1,Ciutat Vella,1,el Raval,Habitatge nou protegit,0,Nou. Euros/m2 construït,6523.6,Total,58.9
2019,1,1,Ciutat Vella,1,el Raval,Habitatge nou protegit,0,Nou. Euros/m2 construït,6523.6,Habitatge nou lliure,59.6
2019,1,1,Ciutat Vella,1,el Raval,Habitatge nou protegit,0,Nou. Euros/m2 construït,6523.6,Habitatge usat,58.9
2019,1,1,Ciutat Vella,1,el Raval,Habitatge nou protegit,0,Usat. Euros/m2 construït,3625.8,Total,58.9
2019,1,1,Ciutat Vella,1,el Raval,Habitatge nou protegit,0,Usat. Euros/m2 construït,3625.8,Habitatge nou lliure,59.6
2019,1,1,Ciutat Vella,1,el Raval,Habitatge nou protegit,0,Usat. Euros/m2 construït,3625.8,Habitatge usat,58.9
2019,1,1,Ciutat Vella,1,el Raval,Habitatge usat,124,Total. Milers d'euros,236.7,Total,58.9
2019,1,1,Ciutat Vella,1,el Raval,Habitatge usat,124,Total. Milers d'euros,236.7,Habitatge nou lliure,59.6
2019,1,1,Ciutat Vella,1,el Raval,Habitatge usat,124,Total. Milers d'euros,236.7,Habitatge usat,58.9
2019,1,1,Ciutat Vella,1,el Raval,Habitatge usat,124,Nou. Milers d'euros,379.5,Total,58.9
2019,1,1,Ciutat Vella,1,el Raval,Habitatge usat,124,Nou. Milers d'euros,379.5,Habitatge nou lliure,59.6
2019,1,1,Ciutat Vella,1,el Raval,Habitatge usat,124,Nou. Milers d'euros,379.5,Habitatge usat,58.9
2019,1,1,Ciutat Vella,1,el Raval,Habitatge usat,124,Usat. Milers d'euros,228.9,Total,58.9
2019,1,1,Ciutat Vella,1,el Raval,Habitatge usat,124,Usat. Milers d'euros,228.9,Habitatge nou lliure,59.6
2019,1,1,Ciutat Vella,1,el Raval,Habitatge usat,124,Usat. Milers d'euros,228.9,Habitatge usat,58.9
2019,1,1,Ciutat Vella,1,el Raval,Habitatge usat,124,Total. Euros/m2 construït,3775.1,Total,58.9
2019,1,1,Ciutat Vella,1,el Raval,Habitatge usat,124,Total. Euros/m2 construït,3775.1,Habitatge nou lliure,59.6
2019,1,1,Ciutat Vella,1,el Raval,Habitatge usat,124,Total. Euros/m2 construït,3775.1,Habitatge usat,58.9
2019,1,1,Ciutat Vella,1,el Raval,Habitatge usat,124,Nou. Euros/m2 construït,6523.6,Total,58.9
2019,1,1,Ciutat Vella,1,el Raval,Habitatge usat,124,Nou. Euros/m2 construït,6523.6,Habitatge nou lliure,59.6
2019,1,1,Ciutat Vella,1,el Raval,Habitatge usat,124,Nou. Euros/m2 construït,6523.6,Habitatge usat,58.9
2019,1,1,Ciutat Vella,1,el Raval,Habitatge usat,124,Usat. Euros/m2 construït,3625.8,Total,58.9
2019,1,1,Ciutat Vella,1,el Raval,Habitatge usat,124,Usat. Euros/m2 construït,3625.8,Habitatge nou lliure,59.6
2019,1,1,Ciutat Vella,1,el Raval,Habitatge usat,124,Usat. Euros/m2 construït,3625.8,Habitatge usat,58.9
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Habitatge nou lliure,17,Total. Milers d'euros,411.7,Total,84.9
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Habitatge nou lliure,17,Total. Milers d'euros,411.7,Habitatge nou lliure,98.2
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Habitatge nou lliure,17,Total. Milers d'euros,411.7,Habitatge usat,78.4
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Habitatge nou lliure,17,Nou. Milers d'euros,556.4,Total,84.9
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Habitatge nou lliure,17,Nou. Milers d'euros,556.4,Habitatge nou lliure,98.2
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Habitatge nou lliure,17,Nou. Milers d'euros,556.4,Habitatge usat,78.4
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Habitatge nou lliure,17,Usat. Milers d'euros,341.4,Total,84.9
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Habitatge nou lliure,17,Usat. Milers d'euros,341.4,Habitatge nou lliure,98.2
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Habitatge nou lliure,17,Usat. Milers d'euros,341.4,Habitatge usat,78.4
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Habitatge nou lliure,17,Total. Euros/m2 construït,4885.9,Total,84.9
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Habitatge nou lliure,17,Total. Euros/m2 construït,4885.9,Habitatge nou lliure,98.2
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Habitatge nou lliure,17,Total. Euros/m2 construït,4885.9,Habitatge usat,78.4
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Habitatge nou lliure,17,Nou. Euros/m2 construït,5767.8,Total,84.9
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Habitatge nou lliure,17,Nou. Euros/m2 construït,5767.8,Habitatge nou lliure,98.2
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Habitatge nou lliure,17,Nou. Euros/m2 construït,5767.8,Habitatge usat,78.4
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Habitatge nou lliure,17,Usat. Euros/m2 construït,4457.5,Total,84.9
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Habitatge nou lliure,17,Usat. Euros/m2 construït,4457.5,Habitatge nou lliure,98.2
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Habitatge nou lliure,17,Usat. Euros/m2 construït,4457.5,Habitatge usat,78.4
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Habitatge nou protegit,0,Total. Milers d'euros,411.7,Total,84.9
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Habitatge nou protegit,0,Total. Milers d'euros,411.7,Habitatge nou lliure,98.2
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Habitatge nou protegit,0,Total. Milers d'euros,411.7,Habitatge usat,78.4
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Habitatge nou protegit,0,Nou. Milers d'euros,556.4,Total,84.9
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Habitatge nou protegit,0,Nou. Milers d'euros,556.4,Habitatge nou lliure,98.2
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Habitatge nou protegit,0,Nou. Milers d'euros,556.4,Habitatge usat,78.4
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Habitatge nou protegit,0,Usat. Milers d'euros,341.4,Total,84.9
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Habitatge nou protegit,0,Usat. Milers d'euros,341.4,Habitatge nou lliure,98.2
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Habitatge nou protegit,0,Usat. Milers d'euros,341.4,Habitatge usat,78.4
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Habitatge nou protegit,0,Total. Euros/m2 construït,4885.9,Total,84.9
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Habitatge nou protegit,0,Total. Euros/m2 construït,4885.9,Habitatge nou lliure,98.2
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Habitatge nou protegit,0,Total. Euros/m2 construït,4885.9,Habitatge usat,78.4
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Habitatge nou protegit,0,Nou. Euros/m2 construït,5767.8,Total,84.9
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Habitatge nou protegit,0,Nou. Euros/m2 construït,5767.8,Habitatge nou lliure,98.2
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Habitatge nou protegit,0,Nou. Euros/m2 construït,5767.8,Habitatge usat,78.4
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Habitatge nou protegit,0,Usat. Euros/m2 construït,4457.5,Total,84.9
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Habitatge nou protegit,0,Usat. Euros/m2 construït,4457.5,Habitatge nou lliure,98.2
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Habitatge nou protegit,0,Usat. Euros/m2 construït,4457.5,Habitatge usat,78.4
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Habitatge usat,38,Total. Milers d'euros,411.7,Total,84.9
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Habitatge usat,38,Total. Milers d'euros,411.7,Habitatge nou lliure,98.2
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Habitatge usat,38,Total. Milers d'euros,411.7,Habitatge usat,78.4
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Habitatge usat,38,Nou. Milers d'euros,556.4,Total,84.9
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Habitatge usat,38,Nou. Milers d'euros,556.4,Habitatge nou lliure,98.2
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Habitatge usat,38,Nou. Milers d'euros,556.4,Habitatge usat,78.4
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Habitatge usat,38,Usat. Milers d'euros,341.4,Total,84.9
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Habitatge usat,38,Usat. Milers d'euros,341.4,Habitatge nou lliure,98.2
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Habitatge usat,38,Usat. Milers d'euros,341.4,Habitatge usat,78.4
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Habitatge usat,38,Total. Euros/m2 construït,4885.9,Total,84.9
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Habitatge usat,38,Total. Euros/m2 construït,4885.9,Habitatge nou lliure,98.2
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Habitatge usat,38,Total. Euros/m2 construït,4885.9,Habitatge usat,78.4
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Habitatge usat,38,Nou. Euros/m2 construït,5767.8,Total,84.9
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Habitatge usat,38,Nou. Euros/m2 construït,5767.8,Habitatge nou lliure,98.2
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Habitatge usat,38,Nou. Euros/m2 construït,5767.8,Habitatge usat,78.4
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Habitatge usat,38,Usat. Euros/m2 construït,4457.5,Total,84.9
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Habitatge usat,38,Usat. Euros/m2 construït,4457.5,Habitatge nou lliure,98.2
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Habitatge usat,38,Usat. Euros/m2 construït,4457.5,Habitatge usat,78.4
2019,1,1,Ciutat Vella,3,la Barceloneta,Habitatge nou lliure,2,Total. Milers d'euros,215.6,Total,45.7
2019,1,1,Ciutat Vella,3,la Barceloneta,Habitatge nou lliure,2,Total. Milers d'euros,215.6,Habitatge nou lliure,33.0
2019,1,1,Ciutat Vella,3,la Barceloneta,Habitatge nou lliure,2,Total. Milers d'euros,215.6,Habitatge usat,46.7
2019,1,1,Ciutat Vella,3,la Barceloneta,Habitatge nou lliure,2,Usat. Milers d'euros,222.0,Total,45.7
2019,1,1,Ciutat Vella,3,la Barceloneta,Habitatge nou lliure,2,Usat. Milers d'euros,222.0,Habitatge nou lliure,33.0
2019,1,1,Ciutat Vella,3,la Barceloneta,Habitatge nou lliure,2,Usat. Milers d'euros,222.0,Habitatge usat,46.7
2019,1,1,Ciutat Vella,3,la Barceloneta,Habitatge nou lliure,2,Total. Euros/m2 construït,5079.5,Total,45.7
2019,1,1,Ciutat Vella,3,la Barceloneta,Habitatge nou lliure,2,Total. Euros/m2 construït,5079.5,Habitatge nou lliure,33.0
2019,1,1,Ciutat Vella,3,la Barceloneta,Habitatge nou lliure,2,Total. Euros/m2 construït,5079.5,Habitatge usat,46.7
2019,1,1,Ciutat Vella,3,la Barceloneta,Habitatge nou lliure,2,Usat. Euros/m2 construït,5154.2,Total,45.7
2019,1,1,Ciutat Vella,3,la Barceloneta,Habitatge nou lliure,2,Usat. Euros/m2 construït,5154.2,Habitatge nou lliure,33.0
2019,1,1,Ciutat Vella,3,la Barceloneta,Habitatge nou lliure,2,Usat. Euros/m2 construït,5154.2,Habitatge usat,46.7
2019,1,1,Ciutat Vella,3,la Barceloneta,Habitatge nou protegit,0,Total. Milers d'euros,215.6,Total,45.7
2019,1,1,Ciutat Vella,3,la Barceloneta,Habitatge nou protegit,0,Total. Milers d'euros,215.6,Habitatge nou lliure,33.0
2019,1,1,Ciutat Vella,3,la Barceloneta,Habitatge nou protegit,0,Total. Milers d'euros,215.6,Habitatge usat,46.7
2019,1,1,Ciutat Vella,3,la Barceloneta,Habitatge nou protegit,0,Usat. Milers d'euros,222.0,Total,45.7
2019,1,1,Ciutat Vella,3,la Barceloneta,Habitatge nou protegit,0,Usat. Milers d'euros,222.0,Habitatge nou lliure,33.0
2019,1,1,Ciutat Vella,3,la Barceloneta,Habitatge nou protegit,0,Usat. Milers d'euros,222.0,Habitatge usat,46.7
2019,1,1,Ciutat Vella,3,la Barceloneta,Habitatge nou protegit,0,Total. Euros/m2 construït,5079.5,Total,45.7
2019,1,1,Ciutat Vella,3,la Barceloneta,Habitatge nou protegit,0,Total. Euros/m2 construït,5079.5,Habitatge nou lliure,33.0
2019,1,1,Ciutat Vella,3,la Barceloneta,Habitatge nou protegit,0,Total. Euros/m2 construït,5079.5,Habitatge usat,46.7
2019,1,1,Ciutat Vella,3,la Barceloneta,Habitatge nou protegit,0,Usat. Euros/m2 construït,5154.2,Total,45.7
2019,1,1,Ciutat Vella,3,la Barceloneta,Habitatge nou protegit,0,Usat. Euros/m2 construït,5154.2,Habitatge nou lliure,33.0
2019,1,1,Ciutat Vella,3,la Barceloneta,Habitatge nou protegit,0,Usat. Euros/m2 construït,5154.2,Habitatge usat,46.7
2019,1,1,Ciutat Vella,3,la Barceloneta,Habitatge usat,29,Total. Milers d'euros,215.6,Total,45.7
2019,1,1,Ciutat Vella,3,la Barceloneta,Habitatge usat,29,Total. Milers d'euros,215.6,Habitatge nou lliure,33.0
2019,1,1,Ciutat Vella,3,la Barceloneta,Habitatge usat,29,Total. Milers d'euros,215.6,Habitatge usat,46.7
2019,1,1,Ciutat Vella,3,la Barceloneta,Habitatge usat,29,Usat. Milers d'euros,222.0,Total,45.7
2019,1,1,Ciutat Vella,3,la Barceloneta,Habitatge usat,29,Usat. Milers d'euros,222.0,Habitatge nou lliure,33.0
2019,1,1,Ciutat Vella,3,la Barceloneta,Habitatge usat,29,Usat. Milers d'euros,222.0,Habitatge usat,46.7
2019,1,1,Ciutat Vella,3,la Barceloneta,Habitatge usat,29,Total. Euros/m2 construït,5079.5,Total,45.7
2019,1,1,Ciutat Vella,3,la Barceloneta,Habitatge usat,29,Total. Euros/m2 construït,5079.5,Habitatge nou lliure,33.0
2019,1,1,Ciutat Vella,3,la Barceloneta,Habitatge usat,29,Total. Euros/m2 construït,5079.5,Habitatge usat,46.7
2019,1,1,Ciutat Vella,3,la Barceloneta,Habitatge usat,29,Usat. Euros/m2 construït,5154.2,Total,45.7
2019,1,1,Ciutat Vella,3,la Barceloneta,Habitatge usat,29,Usat. Euros/m2 construït,5154.2,Habitatge nou lliure,33.0
2019,1,1,Ciutat Vella,3,la Barceloneta,Habitatge usat,29,Usat. Euros/m2 construït,5154.2,Habitatge usat,46.7
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Habitatge nou lliure,3,Total. Milers d'euros,306.0,Total,65.3
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Habitatge nou lliure,3,Total. Milers d'euros,306.0,Habitatge nou lliure,111.0
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Habitatge nou lliure,3,Total. Milers d'euros,306.0,Habitatge usat,62.7
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Habitatge nou lliure,3,Nou. Milers d'euros,520.5,Total,65.3
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Habitatge nou lliure,3,Nou. Milers d'euros,520.5,Habitatge nou lliure,111.0
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Habitatge nou lliure,3,Nou. Milers d'euros,520.5,Habitatge usat,62.7
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Habitatge nou lliure,3,Usat. Milers d'euros,293.6,Total,65.3
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Habitatge nou lliure,3,Usat. Milers d'euros,293.6,Habitatge nou lliure,111.0
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Habitatge nou lliure,3,Usat. Milers d'euros,293.6,Habitatge usat,62.7
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Habitatge nou lliure,3,Total. Euros/m2 construït,4682.5,Total,65.3
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Habitatge nou lliure,3,Total. Euros/m2 construït,4682.5,Habitatge nou lliure,111.0
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Habitatge nou lliure,3,Total. Euros/m2 construït,4682.5,Habitatge usat,62.7
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Habitatge nou lliure,3,Nou. Euros/m2 construït,5191.1,Total,65.3
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Habitatge nou lliure,3,Nou. Euros/m2 construït,5191.1,Habitatge nou lliure,111.0
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Habitatge nou lliure,3,Nou. Euros/m2 construït,5191.1,Habitatge usat,62.7
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Habitatge nou lliure,3,Usat. Euros/m2 construït,4653.2,Total,65.3
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Habitatge nou lliure,3,Usat. Euros/m2 construït,4653.2,Habitatge nou lliure,111.0
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Habitatge nou lliure,3,Usat. Euros/m2 construït,4653.2,Habitatge usat,62.7
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Habitatge nou protegit,0,Total. Milers d'euros,306.0,Total,65.3
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Habitatge nou protegit,0,Total. Milers d'euros,306.0,Habitatge nou lliure,111.0
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Habitatge nou protegit,0,Total. Milers d'euros,306.0,Habitatge usat,62.7
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Habitatge nou protegit,0,Nou. Milers d'euros,520.5,Total,65.3
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Habitatge nou protegit,0,Nou. Milers d'euros,520.5,Habitatge nou lliure,111.0
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Habitatge nou protegit,0,Nou. Milers d'euros,520.5,Habitatge usat,62.7
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Habitatge nou protegit,0,Usat. Milers d'euros,293.6,Total,65.3
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Habitatge nou protegit,0,Usat. Milers d'euros,293.6,Habitatge nou lliure,111.0
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Habitatge nou protegit,0,Usat. Milers d'euros,293.6,Habitatge usat,62.7
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Habitatge nou protegit,0,Total. Euros/m2 construït,4682.5,Total,65.3
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Habitatge nou protegit,0,Total. Euros/m2 construït,4682.5,Habitatge nou lliure,111.0
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Habitatge nou protegit,0,Total. Euros/m2 construït,4682.5,Habitatge usat,62.7
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Habitatge nou protegit,0,Nou. Euros/m2 construït,5191.1,Total,65.3
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Habitatge nou protegit,0,Nou. Euros/m2 construït,5191.1,Habitatge nou lliure,111.0
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Habitatge nou protegit,0,Nou. Euros/m2 construït,5191.1,Habitatge usat,62.7
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Habitatge nou protegit,0,Usat. Euros/m2 construït,4653.2,Total,65.3
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Habitatge nou protegit,0,Usat. Euros/m2 construït,4653.2,Habitatge nou lliure,111.0
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Habitatge nou protegit,0,Usat. Euros/m2 construït,4653.2,Habitatge usat,62.7
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Habitatge usat,57,Total. Milers d'euros,306.0,Total,65.3
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Habitatge usat,57,Total. Milers d'euros,306.0,Habitatge nou lliure,111.0
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Habitatge usat,57,Total. Milers d'euros,306.0,Habitatge usat,62.7
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Habitatge usat,57,Nou. Milers d'euros,520.5,Total,65.3
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Habitatge usat,57,Nou. Milers d'euros,520.5,Habitatge nou lliure,111.0
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Habitatge usat,57,Nou. Milers d'euros,520.5,Habitatge usat,62.7
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Habitatge usat,57,Usat. Milers d'euros,293.6,Total,65.3
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Habitatge usat,57,Usat. Milers d'euros,293.6,Habitatge nou lliure,111.0
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Habitatge usat,57,Usat. Milers d'euros,293.6,Habitatge usat,62.7
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Habitatge usat,57,Total. Euros/m2 construït,4682.5,Total,65.3
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Habitatge usat,57,Total. Euros/m2 construït,4682.5,Habitatge nou lliure,111.0
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Habitatge usat,57,Total. Euros/m2 construït,4682.5,Habitatge usat,62.7
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Habitatge usat,57,Nou. Euros/m2 construït,5191.1,Total,65.3
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Habitatge usat,57,Nou. Euros/m2 construït,5191.1,Habitatge nou lliure,111.0
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Habitatge usat,57,Nou. Euros/m2 construït,5191.1,Habitatge usat,62.7
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Habitatge usat,57,Usat. Euros/m2 construït,4653.2,Total,65.3
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Habitatge usat,57,Usat. Euros/m2 construït,4653.2,Habitatge nou lliure,111.0
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Habitatge usat,57,Usat. Euros/m2 construït,4653.2,Habitatge usat,62.7
