Any,Trimestre,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Tipus_Compravendes,N_compravendes,Tipus_Preu_Mitja,Valor,Tipus_Superficie,M2
2020,3,6,Gràcia,30,la Salut,Habitatge nou protegit,0,Total. Milers d'euros,385.8,Habitatge usat,91.5
2020,3,6,Gràcia,30,la Salut,Habitatge nou protegit,0,Usat. Milers d'euros,385.8,Total,91.5
2020,3,6,Gràcia,30,la Salut,Habitatge nou protegit,0,Usat. Milers d'euros,385.8,Habitatge usat,91.5
2020,3,6,Gràcia,30,la Salut,Habitatge nou protegit,0,Total. Euros/m2 construït,4471.4,Total,91.5
2020,3,6,Gràcia,30,la Salut,Habitatge nou protegit,0,Total. Euros/m2 construït,4471.4,Habitatge usat,91.5
2020,3,6,Gràcia,30,la Salut,Habitatge nou protegit,0,Usat. Euros/m2 construït,4471.4,Total,91.5
2020,3,6,Gràcia,30,la Salut,Habitatge nou protegit,0,Usat. Euros/m2 construït,4471.4,Habitatge usat,91.5
2020,3,6,Gràcia,30,la Salut,Habitatge usat,21,Total. Milers d'euros,385.8,Total,91.5
2020,3,6,Gràcia,30,la Salut,Habitatge usat,21,Total. Milers d'euros,385.8,Habitatge usat,91.5
2020,3,6,Gràcia,30,la Salut,Habitatge usat,21,Usat. Milers d'euros,385.8,Total,91.5
2020,3,6,Gràcia,30,la Salut,Habitatge usat,21,Usat. Milers d'euros,385.8,Habitatge usat,91.5
2020,3,6,Gràcia,30,la Salut,Habitatge usat,21,Total. Euros/m2 construït,4471.4,Total,91.5
2020,3,6,Gràcia,30,la Salut,Habitatge usat,21,Total. Euros/m2 construït,4471.4,Habitatge usat,91.5
2020,3,6,Gràcia,30,la Salut,Habitatge usat,21,Usat. Euros/m2 construït,4471.4,Total,91.5
2020,3,6,Gràcia,30,la Salut,Habitatge usat,21,Usat. Euros/m2 construït,4471.4,Habitatge usat,91.5
2020,3,6,Gràcia,31,la Vila de Gràcia,Habitatge nou lliure,14,Total. Milers d'euros,360.5,Total,77.4
2020,3,6,Gràcia,31,la Vila de Gràcia,Habitatge nou lliure,14,Total. Milers d'euros,360.5,Habitatge nou lliure,77.8
2020,3,6,Gràcia,31,la Vila de Gràcia,Habitatge nou lliure,14,Total. Milers d'euros,360.5,Habitatge usat,77.4
2020,3,6,Gràcia,31,la Vila de Gràcia,Habitatge nou lliure,14,Nou. Milers d'euros,358.8,Total,77.4
2020,3,6,Gràcia,31,la Vila de Gràcia,Habitatge nou lliure,14,Nou. Milers d'euros,358.8,Habitatge nou lliure,77.8
2020,3,6,Gràcia,31,la Vila de Gràcia,Habitatge nou lliure,14,Nou. Milers d'euros,358.8,Habitatge usat,77.4
2020,3,6,Gràcia,31,la Vila de Gràcia,Habitatge nou lliure,14,Usat. Milers d'euros,360.6,Total,77.4
2020,3,6,Gràcia,31,la Vila de Gràcia,Habitatge nou lliure,14,Usat. Milers d'euros,360.6,Habitatge nou lliure,77.8
2020,3,6,Gràcia,31,la Vila de Gràcia,Habitatge nou lliure,14,Usat. Milers d'euros,360.6,Habitatge usat,77.4
2020,3,6,Gràcia,31,la Vila de Gràcia,Habitatge nou lliure,14,Total. Euros/m2 construït,4706.7,Total,77.4
2020,3,6,Gràcia,31,la Vila de Gràcia,Habitatge nou lliure,14,Total. Euros/m2 construït,4706.7,Habitatge nou lliure,77.8
2020,3,6,Gràcia,31,la Vila de Gràcia,Habitatge nou lliure,14,Total. Euros/m2 construït,4706.7,Habitatge usat,77.4
2020,3,6,Gràcia,31,la Vila de Gràcia,Habitatge nou lliure,14,Nou. Euros/m2 construït,4534.6,Total,77.4
2020,3,6,Gràcia,31,la Vila de Gràcia,Habitatge nou lliure,14,Nou. Euros/m2 construït,4534.6,Habitatge nou lliure,77.8
2020,3,6,Gràcia,31,la Vila de Gràcia,Habitatge nou lliure,14,Nou. Euros/m2 construït,4534.6,Habitatge usat,77.4
2020,3,6,Gràcia,31,la Vila de Gràcia,Habitatge nou lliure,14,Usat. Euros/m2 construït,4716.6,Total,77.4
2020,3,6,Gràcia,31,la Vila de Gràcia,Habitatge nou lliure,14,Usat. Euros/m2 construït,4716.6,Habitatge nou lliure,77.8
2020,3,6,Gràcia,31,la Vila de Gràcia,Habitatge nou lliure,14,Usat. Euros/m2 construït,4716.6,Habitatge usat,77.4
2020,3,6,Gràcia,31,la Vila de Gràcia,Habitatge nou protegit,0,Total. Milers d'euros,360.5,Total,77.4
2020,3,6,Gràcia,31,la Vila de Gràcia,Habitatge nou protegit,0,Total. Milers d'euros,360.5,Habitatge nou lliure,77.8
2020,3,6,Gràcia,31,la Vila de Gràcia,Habitatge nou protegit,0,Total. Milers d'euros,360.5,Habitatge usat,77.4
2020,3,6,Gràcia,31,la Vila de Gràcia,Habitatge nou protegit,0,Nou. Milers d'euros,358.8,Total,77.4
2020,3,6,Gràcia,31,la Vila de Gràcia,Habitatge nou protegit,0,Nou. Milers d'euros,358.8,Habitatge nou lliure,77.8
2020,3,6,Gràcia,31,la Vila de Gràcia,Habitatge nou protegit,0,Nou. Milers d'euros,358.8,Habitatge usat,77.4
2020,3,6,Gràcia,31,la Vila de Gràcia,Habitatge nou protegit,0,Usat. Milers d'euros,360.6,Total,77.4
2020,3,6,Gràcia,31,la Vila de Gràcia,Habitatge nou protegit,0,Usat. Milers d'euros,360.6,Habitatge nou lliure,77.8
2020,3,6,Gràcia,31,la Vila de Gràcia,Habitatge nou protegit,0,Usat. Milers d'euros,360.6,Habitatge usat,77.4
2020,3,6,Gràcia,31,la Vila de Gràcia,Habitatge nou protegit,0,Total. Euros/m2 construït,4706.7,Total,77.4
2020,3,6,Gràcia,31,la Vila de Gràcia,Habitatge nou protegit,0,Total. Euros/m2 construït,4706.7,Habitatge nou lliure,77.8
2020,3,6,Gràcia,31,la Vila de Gràcia,Habitatge nou protegit,0,Total. Euros/m2 construït,4706.7,Habitatge usat,77.4
2020,3,6,Gràcia,31,la Vila de Gràcia,Habitatge nou protegit,0,Nou. Euros/m2 construït,4534.6,Total,77.4
2020,3,6,Gràcia,31,la Vila de Gràcia,Habitatge nou protegit,0,Nou. Euros/m2 construït,4534.6,Habitatge nou lliure,77.8
2020,3,6,Gràcia,31,la Vila de Gràcia,Habitatge nou protegit,0,Nou. Euros/m2 construït,4534.6,Habitatge usat,77.4
2020,3,6,Gràcia,31,la Vila de Gràcia,Habitatge nou protegit,0,Usat. Euros/m2 construït,4716.6,Total,77.4
2020,3,6,Gràcia,31,la Vila de Gràcia,Habitatge nou protegit,0,Usat. Euros/m2 construït,4716.6,Habitatge nou lliure,77.8
2020,3,6,Gràcia,31,la Vila de Gràcia,Habitatge nou protegit,0,Usat. Euros/m2 construït,4716.6,Habitatge usat,77.4
2020,3,6,Gràcia,31,la Vila de Gràcia,Habitatge usat,83,Total. Milers d'euros,360.5,Total,77.4
2020,3,6,Gràcia,31,la Vila de Gràcia,Habitatge usat,83,Total. Milers d'euros,360.5,Habitatge nou lliure,77.8
2020,3,6,Gràcia,31,la Vila de Gràcia,Habitatge usat,83,Total. Milers d'euros,360.5,Habitatge usat,77.4
2020,3,6,Gràcia,31,la Vila de Gràcia,Habitatge usat,83,Nou. Milers d'euros,358.8,Total,77.4
2020,3,6,Gràcia,31,la Vila de Gràcia,Habitatge usat,83,Nou. Milers d'euros,358.8,Habitatge nou lliure,77.8
2020,3,6,Gràcia,31,la Vila de Gràcia,Habitatge usat,83,Nou. Milers d'euros,358.8,Habitatge usat,77.4
2020,3,6,Gràcia,31,la Vila de Gràcia,Habitatge usat,83,Usat. Milers d'euros,360.6,Total,77.4
2020,3,6,Gràcia,31,la Vila de Gràcia,Habitatge usat,83,Usat. Milers d'euros,360.6,Habitatge nou lliure,77.8
2020,3,6,Gràcia,31,la Vila de Gràcia,Habitatge usat,83,Usat. Milers d'euros,360.6,Habitatge usat,77.4
2020,3,6,Gràcia,31,la Vila de Gràcia,Habitatge usat,83,Total. Euros/m2 construït,4706.7,Total,77.4
2020,3,6,Gràcia,31,la Vila de Gràcia,Habitatge usat,83,Total. Euros/m2 construït,4706.7,Habitatge nou lliure,77.8
2020,3,6,Gràcia,31,la Vila de Gràcia,Habitatge usat,83,Total. Euros/m2 construït,4706.7,Habitatge usat,77.4
2020,3,6,Gràcia,31,la Vila de Gràcia,Habitatge usat,83,Nou. Euros/m2 construït,4534.6,Total,77.4
2020,3,6,Gràcia,31,la Vila de Gràcia,Habitatge usat,83,Nou. Euros/m2 construït,4534.6,Habitatge nou lliure,77.8
2020,3,6,Gràcia,31,la Vila de Gràcia,Habitatge usat,83,Nou. Euros/m2 construït,4534.6,Habitatge usat,77.4
2020,3,6,Gràcia,31,la Vila de Gràcia,Habitatge usat,83,Usat. Euros/m2 construït,4716.6,Total,77.4
2020,3,6,Gràcia,31,la Vila de Gràcia,Habitatge usat,83,Usat. Euros/m2 construït,4716.6,Habitatge nou lliure,77.8
2020,3,6,Gràcia,31,la Vila de Gràcia,Habitatge usat,83,Usat. Euros/m2 construït,4716.6,Habitatge usat,77.4
2020,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Habitatge nou lliure,1,Total. Milers d'euros,381.6,Total,85.8
2020,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Habitatge nou lliure,1,Total. Milers d'euros,381.6,Habitatge nou lliure,282.0
2020,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Habitatge nou lliure,1,Total. Milers d'euros,381.6,Habitatge usat,81.4
2020,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Habitatge nou lliure,1,Nou. Milers d'euros,1000.0,Total,85.8
2020,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Habitatge nou lliure,1,Nou. Milers d'euros,1000.0,Habitatge nou lliure,282.0
2020,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Habitatge nou lliure,1,Nou. Milers d'euros,1000.0,Habitatge usat,81.4
2020,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Habitatge nou lliure,1,Usat. Milers d'euros,366.9,Total,85.8
2020,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Habitatge nou lliure,1,Usat. Milers d'euros,366.9,Habitatge nou lliure,282.0
2020,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Habitatge nou lliure,1,Usat. Milers d'euros,366.9,Habitatge usat,81.4
2020,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Habitatge nou lliure,1,Total. Euros/m2 construït,4317.6,Total,85.8
2020,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Habitatge nou lliure,1,Total. Euros/m2 construït,4317.6,Habitatge nou lliure,282.0
2020,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Habitatge nou lliure,1,Total. Euros/m2 construït,4317.6,Habitatge usat,81.4
2020,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Habitatge nou lliure,1,Nou. Euros/m2 construït,3546.1,Total,85.8
2020,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Habitatge nou lliure,1,Nou. Euros/m2 construït,3546.1,Habitatge nou lliure,282.0
2020,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Habitatge nou lliure,1,Nou. Euros/m2 construït,3546.1,Habitatge usat,81.4
2020,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Habitatge nou lliure,1,Usat. Euros/m2 construït,4336.0,Total,85.8
2020,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Habitatge nou lliure,1,Usat. Euros/m2 construït,4336.0,Habitatge nou lliure,282.0
2020,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Habitatge nou lliure,1,Usat. Euros/m2 construït,4336.0,Habitatge usat,81.4
2020,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Habitatge nou protegit,0,Total. Milers d'euros,381.6,Total,85.8
2020,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Habitatge nou protegit,0,Total. Milers d'euros,381.6,Habitatge nou lliure,282.0
2020,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Habitatge nou protegit,0,Total. Milers d'euros,381.6,Habitatge usat,81.4
2020,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Habitatge nou protegit,0,Nou. Milers d'euros,1000.0,Total,85.8
2020,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Habitatge nou protegit,0,Nou. Milers d'euros,1000.0,Habitatge nou lliure,282.0
2020,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Habitatge nou protegit,0,Nou. Milers d'euros,1000.0,Habitatge usat,81.4
2020,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Habitatge nou protegit,0,Usat. Milers d'euros,366.9,Total,85.8
2020,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Habitatge nou protegit,0,Usat. Milers d'euros,366.9,Habitatge nou lliure,282.0
2020,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Habitatge nou protegit,0,Usat. Milers d'euros,366.9,Habitatge usat,81.4
2020,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Habitatge nou protegit,0,Total. Euros/m2 construït,4317.6,Total,85.8
2020,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Habitatge nou protegit,0,Total. Euros/m2 construït,4317.6,Habitatge nou lliure,282.0
2020,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Habitatge nou protegit,0,Total. Euros/m2 construït,4317.6,Habitatge usat,81.4
2020,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Habitatge nou protegit,0,Nou. Euros/m2 construït,3546.1,Total,85.8
2020,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Habitatge nou protegit,0,Nou. Euros/m2 construït,3546.1,Habitatge nou lliure,282.0
2020,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Habitatge nou protegit,0,Nou. Euros/m2 construït,3546.1,Habitatge usat,81.4
2020,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Habitatge nou protegit,0,Usat. Euros/m2 construït,4336.0,Total,85.8
2020,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Habitatge nou protegit,0,Usat. Euros/m2 construït,4336.0,Habitatge nou lliure,282.0
2020,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Habitatge nou protegit,0,Usat. Euros/m2 construït,4336.0,Habitatge usat,81.4
2020,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Habitatge usat,49,Total. Milers d'euros,381.6,Total,85.8
2020,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Habitatge usat,49,Total. Milers d'euros,381.6,Habitatge nou lliure,282.0
2020,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Habitatge usat,49,Total. Milers d'euros,381.6,Habitatge usat,81.4
2020,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Habitatge usat,49,Nou. Milers d'euros,1000.0,Total,85.8
2020,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Habitatge usat,49,Nou. Milers d'euros,1000.0,Habitatge nou lliure,282.0
2020,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Habitatge usat,49,Nou. Milers d'euros,1000.0,Habitatge usat,81.4
2020,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Habitatge usat,49,Usat. Milers d'euros,366.9,Total,85.8
2020,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Habitatge usat,49,Usat. Milers d'euros,366.9,Habitatge nou lliure,282.0
2020,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Habitatge usat,49,Usat. Milers d'euros,366.9,Habitatge usat,81.4
2020,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Habitatge usat,49,Total. Euros/m2 construït,4317.6,Total,85.8
2020,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Habitatge usat,49,Total. Euros/m2 construït,4317.6,Habitatge nou lliure,282.0
2020,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Habitatge usat,49,Total. Euros/m2 construït,4317.6,Habitatge usat,81.4
2020,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Habitatge usat,49,Nou. Euros/m2 construït,3546.1,Total,85.8
2020,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Habitatge usat,49,Nou. Euros/m2 construït,3546.1,Habitatge nou lliure,282.0
2020,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Habitatge usat,49,Nou. Euros/m2 construït,3546.1,Habitatge usat,81.4
2020,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Habitatge usat,49,Usat. Euros/m2 construït,4336.0,Total,85.8
2020,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Habitatge usat,49,Usat. Euros/m2 construït,4336.0,Habitatge nou lliure,282.0
2020,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Habitatge usat,49,Usat. Euros/m2 construït,4336.0,Habitatge usat,81.4
2020,3,7,Horta-Guinardó,33,el Baix Guinardó,Habitatge nou lliure,0,Total. Milers d'euros,298.0,Total,77.3
2020,3,7,Horta-Guinardó,33,el Baix Guinardó,Habitatge nou lliure,0,Total. Milers d'euros,298.0,Habitatge usat,77.3
2020,3,7,Horta-Guinardó,33,el Baix Guinardó,Habitatge nou lliure,0,Usat. Milers d'euros,298.0,Total,77.3
2020,3,7,Horta-Guinardó,33,el Baix Guinardó,Habitatge nou lliure,0,Usat. Milers d'euros,298.0,Habitatge usat,77.3
2020,3,7,Horta-Guinardó,33,el Baix Guinardó,Habitatge nou lliure,0,Total. Euros/m2 construït,4038.0,Total,77.3
2020,3,7,Horta-Guinardó,33,el Baix Guinardó,Habitatge nou lliure,0,Total. Euros/m2 construït,4038.0,Habitatge usat,77.3
2020,3,7,Horta-Guinardó,33,el Baix Guinardó,Habitatge nou lliure,0,Usat. Euros/m2 construït,4038.0,Total,77.3
2020,3,7,Horta-Guinardó,33,el Baix Guinardó,Habitatge nou lliure,0,Usat. Euros/m2 construït,4038.0,Habitatge usat,77.3
2020,3,7,Horta-Guinardó,33,el Baix Guinardó,Habitatge nou protegit,0,Total. Milers d'euros,298.0,Total,77.3
2020,3,7,Horta-Guinardó,33,el Baix Guinardó,Habitatge nou protegit,0,Total. Milers d'euros,298.0,Habitatge usat,77.3
2020,3,7,Horta-Guinardó,33,el Baix Guinardó,Habitatge nou protegit,0,Usat. Milers d'euros,298.0,Total,77.3
2020,3,7,Horta-Guinardó,33,el Baix Guinardó,Habitatge nou protegit,0,Usat. Milers d'euros,298.0,Habitatge usat,77.3
2020,3,7,Horta-Guinardó,33,el Baix Guinardó,Habitatge nou protegit,0,Total. Euros/m2 construït,4038.0,Total,77.3
2020,3,7,Horta-Guinardó,33,el Baix Guinardó,Habitatge nou protegit,0,Total. Euros/m2 construït,4038.0,Habitatge usat,77.3
2020,3,7,Horta-Guinardó,33,el Baix Guinardó,Habitatge nou protegit,0,Usat. Euros/m2 construït,4038.0,Total,77.3
2020,3,7,Horta-Guinardó,33,el Baix Guinardó,Habitatge nou protegit,0,Usat. Euros/m2 construït,4038.0,Habitatge usat,77.3
2020,3,7,Horta-Guinardó,33,el Baix Guinardó,Habitatge usat,32,Total. Milers d'euros,298.0,Total,77.3
2020,3,7,Horta-Guinardó,33,el Baix Guinardó,Habitatge usat,32,Total. Milers d'euros,298.0,Habitatge usat,77.3
2020,3,7,Horta-Guinardó,33,el Baix Guinardó,Habitatge usat,32,Usat. Milers d'euros,298.0,Total,77.3
2020,3,7,Horta-Guinardó,33,el Baix Guinardó,Habitatge usat,32,Usat. Milers d'euros,298.0,Habitatge usat,77.3
2020,3,7,Horta-Guinardó,33,el Baix Guinardó,Habitatge usat,32,Total. Euros/m2 construït,4038.0,Total,77.3
2020,3,7,Horta-Guinardó,33,el Baix Guinardó,Habitatge usat,32,Total. Euros/m2 construït,4038.0,Habitatge usat,77.3
2020,3,7,Horta-Guinardó,33,el Baix Guinardó,Habitatge usat,32,Usat. Euros/m2 construït,4038.0,Total,77.3
2020,3,7,Horta-Guinardó,33,el Baix Guinardó,Habitatge usat,32,Usat. Euros/m2 construït,4038.0,Habitatge usat,77.3
2020,3,7,Horta-Guinardó,34,Can Baró,Habitatge nou lliure,0,Total. Milers d'euros,204.3,Total,72.9
2020,3,7,Horta-Guinardó,34,Can Baró,Habitatge nou lliure,0,Total. Milers d'euros,204.3,Habitatge usat,72.9
2020,3,7,Horta-Guinardó,34,Can Baró,Habitatge nou lliure,0,Usat. Milers d'euros,204.3,Total,72.9
2020,3,7,Horta-Guinardó,34,Can Baró,Habitatge nou lliure,0,Usat. Milers d'euros,204.3,Habitatge usat,72.9
2020,3,7,Horta-Guinardó,34,Can Baró,Habitatge nou lliure,0,Total. Euros/m2 construït,2913.4,Total,72.9
2020,3,7,Horta-Guinardó,34,Can Baró,Habitatge nou lliure,0,Total. Euros/m2 construït,2913.4,Habitatge usat,72.9
2020,3,7,Horta-Guinardó,34,Can Baró,Habitatge nou lliure,0,Usat. Euros/m2 construït,2913.4,Total,72.9
2020,3,7,Horta-Guinardó,34,Can Baró,Habitatge nou lliure,0,Usat. Euros/m2 construït,2913.4,Habitatge usat,72.9
2020,3,7,Horta-Guinardó,34,Can Baró,Habitatge nou protegit,0,Total. Milers d'euros,204.3,Total,72.9
2020,3,7,Horta-Guinardó,34,Can Baró,Habitatge nou protegit,0,Total. Milers d'euros,204.3,Habitatge usat,72.9
2020,3,7,Horta-Guinardó,34,Can Baró,Habitatge nou protegit,0,Usat. Milers d'euros,204.3,Total,72.9
2020,3,7,Horta-Guinardó,34,Can Baró,Habitatge nou protegit,0,Usat. Milers d'euros,204.3,Habitatge usat,72.9
2020,3,7,Horta-Guinardó,34,Can Baró,Habitatge nou protegit,0,Total. Euros/m2 construït,2913.4,Total,72.9
2020,3,7,Horta-Guinardó,34,Can Baró,Habitatge nou protegit,0,Total. Euros/m2 construït,2913.4,Habitatge usat,72.9
2020,3,7,Horta-Guinardó,34,Can Baró,Habitatge nou protegit,0,Usat. Euros/m2 construït,2913.4,Total,72.9
2020,3,7,Horta-Guinardó,34,Can Baró,Habitatge nou protegit,0,Usat. Euros/m2 construït,2913.4,Habitatge usat,72.9
2020,3,7,Horta-Guinardó,34,Can Baró,Habitatge usat,10,Total. Milers d'euros,204.3,Total,72.9
2020,3,7,Horta-Guinardó,34,Can Baró,Habitatge usat,10,Total. Milers d'euros,204.3,Habitatge usat,72.9
2020,3,7,Horta-Guinardó,34,Can Baró,Habitatge usat,10,Usat. Milers d'euros,204.3,Total,72.9
2020,3,7,Horta-Guinardó,34,Can Baró,Habitatge usat,10,Usat. Milers d'euros,204.3,Habitatge usat,72.9
2020,3,7,Horta-Guinardó,34,Can Baró,Habitatge usat,10,Total. Euros/m2 construït,2913.4,Total,72.9
2020,3,7,Horta-Guinardó,34,Can Baró,Habitatge usat,10,Total. Euros/m2 construït,2913.4,Habitatge usat,72.9
2020,3,7,Horta-Guinardó,34,Can Baró,Habitatge usat,10,Usat. Euros/m2 construït,2913.4,Total,72.9
2020,3,7,Horta-Guinardó,34,Can Baró,Habitatge usat,10,Usat. Euros/m2 construït,2913.4,Habitatge usat,72.9
2020,3,7,Horta-Guinardó,35,el Guinardó,Habitatge nou lliure,0,Total. Milers d'euros,266.5,Total,72.3
2020,3,7,Horta-Guinardó,35,el Guinardó,Habitatge nou lliure,0,Total. Milers d'euros,266.5,Habitatge usat,72.3
2020,3,7,Horta-Guinardó,35,el Guinardó,Habitatge nou lliure,0,Usat. Milers d'euros,266.5,Total,72.3
2020,3,7,Horta-Guinardó,35,el Guinardó,Habitatge nou lliure,0,Usat. Milers d'euros,266.5,Habitatge usat,72.3
2020,3,7,Horta-Guinardó,35,el Guinardó,Habitatge nou lliure,0,Total. Euros/m2 construït,3443.5,Total,72.3
2020,3,7,Horta-Guinardó,35,el Guinardó,Habitatge nou lliure,0,Total. Euros/m2 construït,3443.5,Habitatge usat,72.3
2020,3,7,Horta-Guinardó,35,el Guinardó,Habitatge nou lliure,0,Usat. Euros/m2 construït,3443.5,Total,72.3
2020,3,7,Horta-Guinardó,35,el Guinardó,Habitatge nou lliure,0,Usat. Euros/m2 construït,3443.5,Habitatge usat,72.3
2020,3,7,Horta-Guinardó,35,el Guinardó,Habitatge nou protegit,0,Total. Milers d'euros,266.5,Total,72.3
2020,3,7,Horta-Guinardó,35,el Guinardó,Habitatge nou protegit,0,Total. Milers d'euros,266.5,Habitatge usat,72.3
2020,3,7,Horta-Guinardó,35,el Guinardó,Habitatge nou protegit,0,Usat. Milers d'euros,266.5,Total,72.3
2020,3,7,Horta-Guinardó,35,el Guinardó,Habitatge nou protegit,0,Usat. Milers d'euros,266.5,Habitatge usat,72.3
2020,3,7,Horta-Guinardó,35,el Guinardó,Habitatge nou protegit,0,Total. Euros/m2 construït,3443.5,Total,72.3
2020,3,7,Horta-Guinardó,35,el Guinardó,Habitatge nou protegit,0,Total. Euros/m2 construït,3443.5,Habitatge usat,72.3
2020,3,7,Horta-Guinardó,35,el Guinardó,Habitatge nou protegit,0,Usat. Euros/m2 construït,3443.5,Total,72.3
2020,3,7,Horta-Guinardó,35,el Guinardó,Habitatge nou protegit,0,Usat. Euros/m2 construït,3443.5,Habitatge usat,72.3
2020,3,7,Horta-Guinardó,35,el Guinardó,Habitatge usat,41,Total. Milers d'euros,266.5,Total,72.3
2020,3,7,Horta-Guinardó,35,el Guinardó,Habitatge usat,41,Total. Milers d'euros,266.5,Habitatge usat,72.3
2020,3,7,Horta-Guinardó,35,el Guinardó,Habitatge usat,41,Usat. Milers d'euros,266.5,Total,72.3
2020,3,7,Horta-Guinardó,35,el Guinardó,Habitatge usat,41,Usat. Milers d'euros,266.5,Habitatge usat,72.3
2020,3,7,Horta-Guinardó,35,el Guinardó,Habitatge usat,41,Total. Euros/m2 construït,3443.5,Total,72.3
2020,3,7,Horta-Guinardó,35,el Guinardó,Habitatge usat,41,Total. Euros/m2 construït,3443.5,Habitatge usat,72.3
2020,3,7,Horta-Guinardó,35,el Guinardó,Habitatge usat,41,Usat. Euros/m2 construït,3443.5,Total,72.3
2020,3,7,Horta-Guinardó,35,el Guinardó,Habitatge usat,41,Usat. Euros/m2 construït,3443.5,Habitatge usat,72.3
2020,3,7,Horta-Guinardó,36,la Font d'en Fargues,Habitatge nou lliure,0,Total. Milers d'euros,271.1,Total,67.0
2020,3,7,Horta-Guinardó,36,la Font d'en Fargues,Habitatge nou lliure,0,Total. Milers d'euros,271.1,Habitatge usat,67.0
2020,3,7,Horta-Guinardó,36,la Font d'en Fargues,Habitatge nou lliure,0,Usat. Milers d'euros,271.1,Total,67.0
2020,3,7,Horta-Guinardó,36,la Font d'en Fargues,Habitatge nou lliure,0,Usat. Milers d'euros,271.1,Habitatge usat,67.0
2020,3,7,Horta-Guinardó,36,la Font d'en Fargues,Habitatge nou lliure,0,Total. Euros/m2 construït,4144.6,Total,67.0
2020,3,7,Horta-Guinardó,36,la Font d'en Fargues,Habitatge nou lliure,0,Total. Euros/m2 construït,4144.6,Habitatge usat,67.0
2020,3,7,Horta-Guinardó,36,la Font d'en Fargues,Habitatge nou lliure,0,Usat. Euros/m2 construït,4144.6,Total,67.0
2020,3,7,Horta-Guinardó,36,la Font d'en Fargues,Habitatge nou lliure,0,Usat. Euros/m2 construït,4144.6,Habitatge usat,67.0
